,link,composition,imageUrl,title,description,price,color,sustainability,gender
128,https://www.zara.com/us/en/format-print-t-shirt---pet-shop-boys-partnership-p05431301.html,"['Care for water: produced using less water.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/2/p/5431/301/403/2/w/563/5431301403_6_1_1.jpg?ts=1626423003450,FORMAT PRINT T-SHIRT © PET SHOP BOYS PARTNERSHIP,Full cut T-shirt with round neck and short sleeves. Front logo print Format © Pet Shop Boys Partnership.,35.90 USD,Color Sky blue | 5431/301,,men
129,https://www.zara.com/us/en/knit-t-shirt-p03332314.html,"['Care for fiber: 100% ecologically grown cotton.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'Ecologically grown cotton is grown using natural fertilizers and pesticides.The use of these natural growth methods is more respectful of water and of environmental biodiversity which allows farmers to integrate cotton crops with others that serve as food such as oranges, tomatoes, or turmeric, for example.Additionally, in ecologically grown cotton farms the use of genetically modified seeds is avoided, helping to conserve seed biodiversity and soil fertility.', 'We only use ecologically grown cotton certified by organizations that perform monitoring from raw material through the final product. We are currently working with:Organic Content Standard (OCS)Global Organic Textile Standard (GOTS)', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Knit garments are elastic, therefore it is important to wash them in low temperatures on gentle spin cycle, dry them on a flat surface, and then store folded. This way, we help them retain their shape and reduce energy consumption.']",https://static.zara.net/photos///2021/I/0/2/p/3332/314/251/2/w/563/3332314251_1_1_1.jpg?ts=1628253522087,KNIT T-SHIRT,Knit T-shirt made of spun cotton fabric. Round neck and short sleeves. Rib trim.,45.90 USD,Color Oyster White | 3332/314,,men
130,https://www.zara.com/us/en/printed-knit-t-shirt-p04090318.html,"['We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '55% viscose · 45% polyester', 'Wash your garments only when needed, as sometimes freshening them up is sufficient. Wash cycles slowly wear down fabrics. By reducing the amount of washing, we lengthen the life our garments and reduce water and energy consumption in their care.']",https://static.zara.net/photos///2021/I/0/2/p/4090/318/250/2/w/563/4090318250_1_1_1.jpg?ts=1630056850625,PRINTED KNIT T-SHIRT,Knit shirt with round neck and short sleeves. Contrast printed geometric motifs at back.,35.90 USD,Color White | 4090/318,,men
131,https://www.zara.com/us/en/textured-knit-t-shirt-p03332307.html,"['Care for fiber: 100% ecologically grown cotton.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'Ecologically grown cotton is grown using natural fertilizers and pesticides.The use of these natural growth methods is more respectful of water and of environmental biodiversity which allows farmers to integrate cotton crops with others that serve as food such as oranges, tomatoes, or turmeric, for example.Additionally, in ecologically grown cotton farms the use of genetically modified seeds is avoided, helping to conserve seed biodiversity and soil fertility.', 'We only use ecologically grown cotton certified by organizations that perform monitoring from raw material through the final product. We are currently working with:Organic Content Standard (OCS)Global Organic Textile Standard (GOTS)', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Knit garments are elastic, therefore it is important to wash them in low temperatures on gentle spin cycle, dry them on a flat surface, and then store folded. This way, we help them retain their shape and reduce energy consumption.']",https://static.zara.net/photos///2021/I/0/2/p/3332/307/401/2/w/563/3332307401_1_1_1.jpg?ts=1624004729911,TEXTURED KNIT T-SHIRT,Cotton knit T-shirt. Round neck and short sleeves. Rib trim.,45.90 USD,Color Navy blue | 3332/307,,men
132,https://www.zara.com/us/en/tie-dye-print-muscle-tank-p04087329.html,"['We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/2/p/4087/329/800/2/w/563/4087329800_1_1_1.jpg?ts=1629284013984,TIE DYE PRINT MUSCLE TANK,Full cut round neck T-shirt with short sleeves.,35.90 USD,Color Black | 4087/329,,men
133,https://www.zara.com/us/en/combination-print-t-shirt-p05644418.html,"['We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/1/p/5644/418/057/23/w/563/5644418057_1_1_1.jpg?ts=1629105036628,COMBINATION PRINT T-SHIRT,Full cut round neck T-shirt with short sleeves. Contrasting graphic prints at front and back.,35.90 USD,Color 057 | 5644/418,,men
134,https://www.zara.com/us/en/buttoned-collar-shirt-p09240303.html,"['Care for water: produced using less water.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '90% cotton · 10% viscose', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/2/p/9240/303/803/2/w/563/9240303803_1_1_1.jpg?ts=1630059331922,BUTTONED COLLAR SHIRT,Full cut round neck henley shirt with front button closure. Long sleeves.,29.90 USD,Color Gray marl | 9240/303,,men
135,https://www.zara.com/us/en/contrasting-stripe-t-shirt-p05372446.html,"['We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', '100% polyester', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/2/p/5372/446/250/26/w/563/5372446250_1_1_1.jpg?ts=1629452298066,CONTRASTING STRIPE T-SHIRT,Round neck T-shirt with short sleeves. Contrasting bands at shoulders.,29.90 USD,Color White | 5372/446,,men
136,https://www.zara.com/us/en/textured-piqu%C3%A9-t-shirt-p04087302.html,"['We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '66% viscose · 34% polyamide', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/2/p/4087/302/802/12/w/563/4087302802_1_1_1.jpg?ts=1626187240538,TEXTURED PIQUÉ T-SHIRT,Full cut round neck T-shirt with short sleeves.,35.90 USD,Color Gray | 4087/302,,men
137,https://www.zara.com/us/en/skull-print-t-shirt-p00679317.html,"['Care for water: produced using less water.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/2/p/0679/317/251/2/w/563/0679317251_1_1_1.jpg?ts=1633078228057,SKULL PRINT T-SHIRT,Full cut shirt with crew neck and long sleeves. Contrasting print at front and sleeve.,39.90 USD,Color Oyster White | 0679/317,,men
138,https://www.zara.com/us/en/textured-piqu%C3%A9-t-shirt-p06462301.html,"['Care for water: produced using less water.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/2/p/6462/301/401/2/w/563/6462301401_1_1_1.jpg?ts=1624881344949,TEXTURED PIQUÉ T-SHIRT,Full cut round neck T-shirt with short sleeves. Welt pocket at chest.,19.90 USD,Color Navy blue | 6462/301,,men
139,https://www.zara.com/us/en/text-knit-t-shirt-p03332300.html,"['Care for fiber: 100% ecologically grown cotton.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'Ecologically grown cotton is grown using natural fertilizers and pesticides.The use of these natural growth methods is more respectful of water and of environmental biodiversity which allows farmers to integrate cotton crops with others that serve as food such as oranges, tomatoes, or turmeric, for example.Additionally, in ecologically grown cotton farms the use of genetically modified seeds is avoided, helping to conserve seed biodiversity and soil fertility.', 'We only use ecologically grown cotton certified by organizations that perform monitoring from raw material through the final product. We are currently working with:Organic Content Standard (OCS)Global Organic Textile Standard (GOTS)', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Knit garments are elastic, therefore it is important to wash them in low temperatures on gentle spin cycle, dry them on a flat surface, and then store folded. This way, we help them retain their shape and reduce energy consumption.']",https://static.zara.net/photos///2021/I/0/2/p/3332/300/800/2/w/563/3332300800_1_1_1.jpg?ts=1620979437355,TEXT KNIT T-SHIRT,Knit T-shirt made of spun cotton fabric. Round neck and short sleeves. Contrasting embroidery at chest.,35.90 USD,Color Black | 3332/300,,men
140,https://www.zara.com/us/en/bandana-printed-t-shirt-p04087372.html,"['Care for fiber: at least 20% recycled cotton.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'Recycled cotton is obtained from cotton textile waste that are classified by type and color to then be shredded and transformed into new cotton fiber.The use of recycled cotton reduces the consumption of virgin raw material. By transforming cotton waste into a new recycled fiber, we avoid the growth of new cotton crops. Additionally, the production process uses less water, less energy, and generates less waste, helping us conserve the environment.', 'We only use recycled cotton certified by organizations that perform monitoring from origin through the final product. We are currently working with:Global Recycled Standard (GRS)Recycled Content Standard (RCS)', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/2/p/4087/372/800/2/w/563/4087372800_1_1_1.jpg?ts=1633617605542,BANDANA PRINTED T-SHIRT,Full cut T-shirt with crew neck and short sleeves. All-over contrasting print.,35.90 USD,Color Black | 4087/372,,men
141,https://www.zara.com/us/en/neon-print-simpsons---20th-television-t-shirt-p00977310.html,"['Care for water: produced using less water.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/2/p/0977/310/800/2/w/563/0977310800_1_1_1.jpg?ts=1627035586605,NEON PRINT SIMPSONS ™ 20TH TELEVISION T-SHIRT,Full cut T-shirt with round neck and short sleeves. Front and back print detail of The Simpsons ™ 20th Television.,35.90 USD,Color Black | 0977/310,,men
142,https://www.zara.com/us/en/cotton-t-shirt-p06462300.html,"['Care for water: produced using less water.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/2/p/6462/300/428/542/w/563/6462300428_1_1_1.jpg?ts=1634212017354,COTTON T-SHIRT,Full cut shirt with turned-up short sleeves.,19.90 USD,Color Faded blue | 6462/300,,men
143,https://www.zara.com/us/en/ribbed-knit-set-shirt-p04090306.html,"['We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Knit garments are elastic and can loose their original shape when placed on hangers. To prevent any warping of the garment, dry flat and then store folded.']",https://static.zara.net/photos///2021/I/0/2/p/4090/306/800/2/w/563/4090306800_1_1_1.jpg?ts=1627294287736,RIBBED KNIT SET SHIRT,Knit shirt with round neck and short sleeves.,39.90 USD,Color Black | 4090/306,,men
144,https://www.zara.com/us/en/combination-print-t-shirt-p05644341.html,"['We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/2/p/5644/341/800/2/w/563/5644341800_1_1_1.jpg?ts=1628072391320,COMBINATION PRINT T-SHIRT,Full cut round neck T-shirt with short sleeves. Contrasting print at front and back.,35.90 USD,Color Black | 5644/341,,men
145,https://www.zara.com/us/en/printed-text-t-shirt-p00722325.html,"['Care for water: produced using less water.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/1/p/0722/325/251/2/w/563/0722325251_1_1_1.jpg?ts=1632134543619,PRINTED TEXT T-SHIRT,Full cut T-shirt with round neck and short sleeves. Contrasting printed text at front.,35.90 USD,Color Oyster White | 0722/325,,men
146,https://www.zara.com/us/en/embroidered-knit-t-shirt-p04231311.html,"['We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '54% polyester · 46% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/2/p/4231/311/401/2/w/563/4231311401_1_1_1.jpg?ts=1624004772869,EMBROIDERED KNIT T-SHIRT,Knit polo shirt in cotton blend fabric. Round neck and short sleeves with rib trim. Contrasting embroidered text detail at back.,45.90 USD,Color Navy blue | 4231/311,,men
147,https://www.zara.com/us/en/--wes-robinson-illustrated-t-shirt-p04087475.html,"['Care for fiber: at least 15% recycled cotton.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'Recycled cotton is obtained from cotton textile waste that are classified by type and color to then be shredded and transformed into new cotton fiber.The use of recycled cotton reduces the consumption of virgin raw material. By transforming cotton waste into a new recycled fiber, we avoid the growth of new cotton crops. Additionally, the production process uses less water, less energy, and generates less waste, helping us conserve the environment.', 'We only use recycled cotton certified by organizations that perform monitoring from origin through the final product. We are currently working with:Global Recycled Standard (GRS)Recycled Content Standard (RCS)', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/2/p/4087/475/251/2/w/563/4087475251_1_1_1.jpg?ts=1621590215473,© WES ROBINSON ILLUSTRATED T-SHIRT,Round neck T-shirt with short sleeves. Front print of © Wes Robinson illustration.,35.90 USD,Color Oyster White | 4087/475,,men
148,https://www.zara.com/us/en/printed-text-t-shirt-p05584308.html,"['Care for fiber & water: 100% ecologically grown cotton.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'Ecologically grown cotton is grown using natural fertilizers and pesticides.The use of these natural growth methods is more respectful of water and of environmental biodiversity which allows farmers to integrate cotton crops with others that serve as food such as oranges, tomatoes, or turmeric, for example.Additionally, in ecologically grown cotton farms the use of genetically modified seeds is avoided, helping to conserve seed biodiversity and soil fertility.', 'We only use ecologically grown cotton certified by organizations that perform monitoring from raw material through the final product. We are currently working with:Organic Content Standard (OCS)Global Organic Textile Standard (GOTS)', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/2/p/5584/308/800/2/w/563/5584308800_1_1_1.jpg?ts=1626685400577,PRINTED TEXT T-SHIRT,Full cut T-shirt with round neck and short sleeves. Contrasting print at front and back.,29.90 USD,Color Black | 5584/308,,men
149,https://www.zara.com/us/en/basic-slim-fit-t-shirt-p05584340.html,"['Care for fiber: at least 55% ecologically grown cotton.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'Ecologically grown cotton is grown using natural fertilizers and pesticides.The use of these natural growth methods is more respectful of water and of environmental biodiversity which allows farmers to integrate cotton crops with others that serve as food such as oranges, tomatoes, or turmeric, for example.Additionally, in ecologically grown cotton farms the use of genetically modified seeds is avoided, helping to conserve seed biodiversity and soil fertility.', 'We only use ecologically grown cotton certified by organizations that perform monitoring from raw material through the final product. We are currently working with:Organic Content Standard (OCS)Global Organic Textile Standard (GOTS)', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '95% cotton · 5% elastane', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/2/p/5584/340/800/542/w/563/5584340800_1_1_1.jpg?ts=1633608325710,BASIC SLIM FIT T-SHIRT,Slim fit shirt. Round neck and long sleeves.,19.90 USD,Color Black | 5584/340,,men
150,https://www.zara.com/us/en/textured-t-shirt-p00977313.html,"['Care for water: produced using less water.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', '97% cotton · 3% elastane', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/2/p/0977/313/251/2/w/563/0977313251_1_1_1.jpg?ts=1628087947509,TEXTURED T-SHIRT,Full cut T-shirt with round neck and short sleeves. Rib trim.,35.90 USD,Color Oyster White | 0977/313,,men
151,https://www.zara.com/us/en/printed-geometric-t-shirt-p00722469.html,"['We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '70% cotton · 30% linen', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/2/p/0722/469/086/2/w/563/0722469086_1_1_1.jpg?ts=1622020396714,PRINTED GEOMETRIC T-SHIRT,Full cut round neck T-shirt with short sleeves. Chest patch pocket.,35.90 USD,Color Ecru / Brown | 0722/469,,men
152,https://www.zara.com/us/en/skull-print-shirt-p00495300.html,"['Care for water: produced using less water.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/2/p/0495/300/250/2/w/563/0495300250_1_1_1.jpg?ts=1625831651478,SKULL PRINT SHIRT,Full cut round neck T-shirt with short sleeves. Contrast front print.,35.90 USD,Color White | 0495/300,,men
